OFFER_DATE,OFFER_WEEK,OFFER_MONTH,PRODUCT,PRICE,DISCOUNT,CUSTOMER_ID,GENDER,AGE,EARNING_K,CONVERT
6/28/2017,Wednesday,June,USB Hub,40,30,39-908-1885,Male,50 - 60,30 - 60,0
7/17/2017,Monday,July,Mouse,40,40,10-613-7700,Male,50 - 60,LESS THAN 30,0
9/15/2017,Friday,September,HDMI Cable,40,20,61-703-6764,Female,40 - 50,60 - 100,0
3/5/2017,Sunday,March,USB Hub,30,50,01-402-0216,Male,40 - 50,LESS THAN 30,0
3/4/2017,Saturday,March,USB Hub,50,50,63-564-4322,Female,40 - 50,30 - 60,0
6/26/2017,Monday,June,USB Drive,50,40,41-717-7223,Female,20 - 30,LESS THAN 30,0
8/28/2017,Monday,August,HDMI Cable,30,50,30-595-2545,Female,60 and above,60 - 100,1
4/23/2017,Sunday,April,HDMI Cable,40,30,19-779-7721,Female,40 - 50,60 - 100,0
9/11/2017,Monday,September,USB Hub,50,40,09-717-8988,Female,50 - 60,100 - 150,0
1/20/2017,Friday,January,Keyboard,50,60,64-833-3970,Female,20 - 30,LESS THAN 30,0
6/20/2017,Tuesday,June,Lightning Cable,40,40,87-492-7626,Male,30 - 40,100 - 150,1
5/12/2017,Friday,May,HDMI Cable,50,60,91-455-9343,Female,20 - 30,150 ABOVE,1
8/18/2017,Friday,August,HDMI Cable,50,60,02-696-0121,Female,30 - 40,30 - 60,0
8/21/2017,Monday,August,USB Drive,40,60,18-704-0995,Male,60 and above,30 - 60,0
1/22/2017,Sunday,January,USB Drive,30,50,77-418-7504,Male,30 - 40,100 - 150,1
4/5/2017,Wednesday,April,Headset,50,50,28-968-7956,Male,50 - 60,100 - 150,0
7/4/2017,Tuesday,July,USB Drive,50,50,80-647-6593,Female,40 - 50,100 - 150,0
3/5/2017,Sunday,March,Headset,50,50,85-187-2854,Male,40 - 50,150 ABOVE,0
5/19/2017,Friday,May,Lightning Cable,40,20,22-024-2000,Female,30 - 40,LESS THAN 30,0
9/18/2017,Monday,September,USB Drive,40,20,77-758-0426,Female,20 - 30,100 - 150,1
9/13/2017,Wednesday,September,Mouse,40,50,31-636-8449,Male,50 - 60,30 - 60,0
3/13/2017,Monday,March,Headset,50,40,64-246-7219,Female,50 - 60,LESS THAN 30,0
11/7/2017,Tuesday,November,Headset,40,30,82-587-6782,Male,40 - 50,30 - 60,0
11/6/2017,Monday,November,Keyboard,30,60,08-897-9808,Male,50 - 60,30 - 60,0
1/26/2017,Thursday,January,Keyboard,40,20,69-499-4387,Male,60 and above,60 - 100,0
5/1/2017,Monday,May,USB Drive,50,20,67-488-2038,Male,30 - 40,60 - 100,0
6/8/2017,Thursday,June,Lightning Cable,40,30,42-863-1820,Female,60 and above,30 - 60,0
1/19/2017,Thursday,January,Headset,30,50,13-095-2990,Female,60 and above,30 - 60,0
11/26/2017,Sunday,November,Mouse,30,20,07-948-7993,Male,30 - 40,30 - 60,0
4/4/2017,Tuesday,April,Lightning Cable,30,60,66-024-1885,Female,50 - 60,100 - 150,0
3/17/2017,Friday,March,Keyboard,30,30,54-068-0616,Female,50 - 60,LESS THAN 30,0
6/21/2017,Wednesday,June,Keyboard,40,30,70-318-1253,Male,30 - 40,30 - 60,0
6/16/2017,Friday,June,USB Drive,30,50,57-644-2599,Male,40 - 50,30 - 60,0
4/4/2017,Tuesday,April,Keyboard,50,50,61-617-0713,Male,60 and above,150 ABOVE,0
9/4/2017,Monday,September,USB Drive,40,40,55-930-0015,Male,40 - 50,30 - 60,0
10/5/2017,Thursday,October,USB Drive,30,30,57-318-1133,Female,50 - 60,100 - 150,1
4/2/2017,Sunday,April,Headset,40,40,97-080-2248,Male,30 - 40,60 - 100,0
5/31/2017,Wednesday,May,Mouse,30,40,41-200-2837,Female,20 - 30,30 - 60,0
8/22/2017,Tuesday,August,HDMI Cable,30,20,76-835-0095,Male,40 - 50,30 - 60,0
7/14/2017,Friday,July,USB Drive,30,20,99-443-1855,Male,20 - 30,150 ABOVE,0
6/27/2017,Tuesday,June,Mouse,50,50,05-228-4511,Male,40 - 50,100 - 150,0
6/22/2017,Thursday,June,HDMI Cable,40,30,17-438-9064,Male,20 - 30,150 ABOVE,0
11/30/2017,Thursday,November,Headset,30,50,35-946-7850,Male,60 and above,150 ABOVE,0
2/14/2017,Tuesday,February,Keyboard,50,50,76-129-9706,Female,50 - 60,LESS THAN 30,0
4/11/2017,Tuesday,April,Headset,40,50,15-685-3782,Female,20 - 30,150 ABOVE,0
7/9/2017,Sunday,July,USB Drive,40,50,37-676-6163,Male,40 - 50,60 - 100,0
7/30/2017,Sunday,July,Headset,30,50,52-980-6055,Female,20 - 30,150 ABOVE,0
10/3/2017,Tuesday,October,Headset,30,20,08-726-0004,Male,50 - 60,100 - 150,0
2/12/2017,Sunday,February,Mouse,50,50,75-823-3559,Female,30 - 40,LESS THAN 30,0
12/13/2017,Wednesday,December,Lightning Cable,30,30,86-362-5392,Male,30 - 40,100 - 150,0
10/22/2017,Sunday,October,HDMI Cable,40,40,39-403-6409,Female,40 - 50,LESS THAN 30,0
2/12/2017,Sunday,February,Headset,30,20,22-565-7146,Male,20 - 30,100 - 150,0
5/8/2017,Monday,May,HDMI Cable,40,50,50-551-1989,Female,50 - 60,60 - 100,0
1/9/2017,Monday,January,Lightning Cable,40,20,30-020-2141,Male,40 - 50,60 - 100,0
2/26/2017,Sunday,February,Mouse,40,60,30-368-7049,Female,40 - 50,30 - 60,0
4/11/2017,Tuesday,April,Headset,40,30,70-099-5285,Female,20 - 30,LESS THAN 30,0
2/14/2017,Tuesday,February,HDMI Cable,30,40,48-939-1485,Female,20 - 30,100 - 150,0
8/4/2017,Friday,August,Mouse,30,60,61-561-1047,Male,20 - 30,LESS THAN 30,0
12/3/2017,Sunday,December,Mouse,30,30,14-815-4767,Male,60 and above,LESS THAN 30,0
2/6/2017,Monday,February,Keyboard,50,50,95-904-1235,Male,30 - 40,150 ABOVE,0
1/29/2017,Sunday,January,Headset,40,40,95-927-2740,Female,50 - 60,60 - 100,0
11/28/2017,Tuesday,November,Lightning Cable,30,20,84-416-3550,Female,20 - 30,100 - 150,0
11/10/2017,Friday,November,USB Hub,30,20,21-843-5260,Male,40 - 50,30 - 60,0
12/6/2017,Wednesday,December,USB Drive,50,50,96-265-0048,Female,50 - 60,60 - 100,0
5/15/2017,Monday,May,HDMI Cable,40,50,91-438-9787,Female,50 - 60,150 ABOVE,0
11/11/2017,Saturday,November,USB Hub,40,50,69-342-2779,Female,40 - 50,30 - 60,0
7/7/2017,Friday,July,Keyboard,30,60,68-725-5366,Male,50 - 60,LESS THAN 30,0
10/1/2017,Sunday,October,Keyboard,50,30,76-577-7833,Female,60 and above,150 ABOVE,0
6/8/2017,Thursday,June,Lightning Cable,40,50,53-215-4212,Male,20 - 30,LESS THAN 30,0
10/31/2017,Tuesday,October,Lightning Cable,50,30,43-443-2781,Female,30 - 40,LESS THAN 30,0
5/1/2017,Monday,May,Mouse,50,40,68-968-3297,Female,30 - 40,60 - 100,1
8/7/2017,Monday,August,Keyboard,50,30,52-060-9599,Male,40 - 50,60 - 100,0
12/25/2017,Monday,December,USB Hub,30,30,51-253-2653,Female,40 - 50,150 ABOVE,0
10/11/2017,Wednesday,October,Keyboard,40,60,03-258-6541,Female,40 - 50,100 - 150,0
5/23/2017,Tuesday,May,Keyboard,50,50,90-591-4623,Female,30 - 40,150 ABOVE,1
12/30/2017,Saturday,December,Mouse,40,40,27-251-7422,Female,30 - 40,150 ABOVE,0
4/29/2017,Saturday,April,USB Hub,50,50,86-691-4623,Female,20 - 30,60 - 100,1
7/9/2017,Sunday,July,Mouse,30,20,99-798-6907,Female,60 and above,30 - 60,0
5/1/2017,Monday,May,USB Hub,40,30,23-055-7974,Male,40 - 50,150 ABOVE,0
8/30/2017,Wednesday,August,HDMI Cable,30,50,37-101-7161,Female,40 - 50,LESS THAN 30,0
12/5/2017,Tuesday,December,USB Hub,40,50,09-201-3562,Male,40 - 50,30 - 60,0
6/5/2017,Monday,June,USB Hub,40,40,66-023-0248,Male,30 - 40,100 - 150,0
3/11/2017,Saturday,March,USB Drive,50,20,30-953-6714,Female,50 - 60,LESS THAN 30,0
12/21/2017,Thursday,December,HDMI Cable,40,40,16-200-5452,Female,50 - 60,30 - 60,0
10/5/2017,Thursday,October,USB Drive,50,30,05-531-9593,Female,20 - 30,100 - 150,0
10/14/2017,Saturday,October,USB Drive,50,40,49-047-1381,Female,60 and above,100 - 150,0
2/28/2017,Tuesday,February,Headset,40,60,86-614-0678,Female,40 - 50,60 - 100,0
4/3/2017,Monday,April,HDMI Cable,30,20,32-031-4002,Female,50 - 60,60 - 100,0
7/20/2017,Thursday,July,HDMI Cable,40,20,40-053-2699,Male,20 - 30,30 - 60,0
4/30/2017,Sunday,April,Lightning Cable,50,40,08-519-6621,Female,50 - 60,30 - 60,0
10/5/2017,Thursday,October,USB Hub,30,20,76-136-1726,Female,50 - 60,LESS THAN 30,0
7/6/2017,Thursday,July,Lightning Cable,30,60,82-726-6616,Female,50 - 60,30 - 60,0
10/23/2017,Monday,October,USB Hub,30,50,13-828-6815,Male,30 - 40,30 - 60,1
1/17/2017,Tuesday,January,USB Hub,50,50,04-274-7899,Male,40 - 50,100 - 150,0
12/25/2017,Monday,December,Mouse,50,50,99-437-8327,Female,50 - 60,60 - 100,0
2/19/2017,Sunday,February,HDMI Cable,30,60,77-173-9942,Female,50 - 60,LESS THAN 30,0
12/13/2017,Wednesday,December,USB Hub,30,30,91-467-4614,Male,50 - 60,150 ABOVE,0
1/14/2017,Saturday,January,Lightning Cable,50,50,00-299-9992,Male,60 and above,30 - 60,0
8/15/2017,Tuesday,August,USB Hub,40,20,57-051-0821,Male,40 - 50,LESS THAN 30,0
9/3/2017,Sunday,September,USB Drive,30,50,86-076-6364,Male,60 and above,150 ABOVE,0
5/24/2017,Wednesday,May,Keyboard,50,20,30-882-1140,Male,50 - 60,LESS THAN 30,0
7/4/2017,Tuesday,July,Lightning Cable,40,60,46-207-6409,Female,40 - 50,150 ABOVE,0
6/6/2017,Tuesday,June,USB Hub,50,20,68-021-6876,Female,40 - 50,LESS THAN 30,0
7/16/2017,Sunday,July,Mouse,30,30,45-608-2190,Male,20 - 30,LESS THAN 30,1
6/7/2017,Wednesday,June,USB Drive,50,20,92-342-2584,Male,50 - 60,30 - 60,0
3/19/2017,Sunday,March,Keyboard,40,30,77-171-8625,Male,50 - 60,150 ABOVE,0
8/20/2017,Sunday,August,Mouse,50,40,23-828-3944,Female,60 and above,100 - 150,1
7/30/2017,Sunday,July,HDMI Cable,40,60,22-722-7243,Male,50 - 60,LESS THAN 30,0
6/30/2017,Friday,June,Mouse,30,40,92-979-5723,Female,20 - 30,60 - 100,1
8/15/2017,Tuesday,August,Headset,30,60,00-095-0808,Female,60 and above,LESS THAN 30,0
2/12/2017,Sunday,February,HDMI Cable,30,30,97-627-5677,Female,40 - 50,30 - 60,0
5/25/2017,Thursday,May,Mouse,40,40,75-977-6740,Female,50 - 60,150 ABOVE,0
5/20/2017,Saturday,May,Headset,50,20,71-994-9117,Female,30 - 40,30 - 60,1
11/15/2017,Wednesday,November,HDMI Cable,50,30,40-529-5607,Female,50 - 60,60 - 100,0
9/20/2017,Wednesday,September,Keyboard,50,30,88-886-0542,Male,50 - 60,LESS THAN 30,0
9/3/2017,Sunday,September,USB Drive,30,60,00-479-0282,Female,30 - 40,30 - 60,0
9/19/2017,Tuesday,September,HDMI Cable,40,20,77-958-5751,Male,40 - 50,150 ABOVE,0
5/16/2017,Tuesday,May,Mouse,50,60,60-687-5365,Female,30 - 40,30 - 60,0
5/27/2017,Saturday,May,USB Hub,40,20,29-004-5302,Male,60 and above,150 ABOVE,0
4/8/2017,Saturday,April,Keyboard,40,40,67-462-6090,Female,20 - 30,30 - 60,1
6/17/2017,Saturday,June,Lightning Cable,40,60,70-105-3762,Female,20 - 30,150 ABOVE,1
9/22/2017,Friday,September,Lightning Cable,50,30,10-167-8639,Female,40 - 50,30 - 60,0
6/21/2017,Wednesday,June,Mouse,40,30,08-794-3733,Female,20 - 30,100 - 150,1
8/6/2017,Sunday,August,HDMI Cable,40,30,20-312-7019,Female,30 - 40,100 - 150,0
3/17/2017,Friday,March,Mouse,30,60,41-018-2192,Female,30 - 40,60 - 100,1
12/24/2017,Sunday,December,HDMI Cable,30,30,58-551-5175,Male,40 - 50,LESS THAN 30,0
9/24/2017,Sunday,September,Keyboard,40,20,20-696-1481,Male,20 - 30,60 - 100,0
1/20/2017,Friday,January,HDMI Cable,40,20,11-968-6924,Female,30 - 40,30 - 60,1
12/5/2017,Tuesday,December,Keyboard,30,50,33-917-8668,Female,50 - 60,100 - 150,1
9/18/2017,Monday,September,Mouse,30,40,79-619-8387,Female,20 - 30,100 - 150,0
7/2/2017,Sunday,July,USB Hub,30,60,86-116-9350,Male,20 - 30,LESS THAN 30,1
9/26/2017,Tuesday,September,Mouse,30,50,74-071-9668,Female,60 and above,60 - 100,0
10/5/2017,Thursday,October,USB Hub,40,30,68-775-6743,Male,30 - 40,150 ABOVE,0
10/15/2017,Sunday,October,Mouse,30,40,31-573-3716,Male,50 - 60,LESS THAN 30,0
4/14/2017,Friday,April,USB Hub,40,20,75-653-3618,Male,60 and above,60 - 100,0
4/18/2017,Tuesday,April,Keyboard,30,40,90-392-5930,Male,50 - 60,LESS THAN 30,0
2/13/2017,Monday,February,Keyboard,30,50,86-277-5461,Male,20 - 30,LESS THAN 30,1
2/17/2017,Friday,February,USB Drive,50,30,45-156-2807,Female,60 and above,30 - 60,0
12/27/2017,Wednesday,December,Lightning Cable,40,20,17-787-5870,Male,20 - 30,100 - 150,0
3/26/2017,Sunday,March,Keyboard,40,20,71-966-2126,Male,30 - 40,150 ABOVE,0
6/27/2017,Tuesday,June,Mouse,50,20,14-695-9498,Female,50 - 60,30 - 60,0
5/26/2017,Friday,May,Keyboard,50,30,38-548-4692,Female,40 - 50,100 - 150,0
9/13/2017,Wednesday,September,Lightning Cable,40,50,96-501-7874,Female,40 - 50,60 - 100,1
6/17/2017,Saturday,June,Headset,50,20,64-688-3027,Female,20 - 30,100 - 150,1
7/7/2017,Friday,July,Headset,50,40,10-717-6099,Female,20 - 30,60 - 100,0
12/17/2017,Sunday,December,USB Hub,50,20,01-407-8610,Female,30 - 40,60 - 100,0
11/4/2017,Saturday,November,Mouse,40,30,54-576-3527,Male,30 - 40,60 - 100,0
2/3/2017,Friday,February,USB Hub,30,50,11-782-9419,Male,40 - 50,100 - 150,0
3/17/2017,Friday,March,Headset,30,60,10-424-0024,Female,20 - 30,100 - 150,1
7/5/2017,Wednesday,July,Keyboard,40,40,24-685-5428,Male,40 - 50,30 - 60,0
2/13/2017,Monday,February,Keyboard,50,60,77-539-3004,Male,20 - 30,100 - 150,0
1/2/2017,Monday,January,Mouse,30,60,63-320-5594,Female,40 - 50,60 - 100,0
7/20/2017,Thursday,July,USB Drive,50,20,03-112-4398,Female,20 - 30,60 - 100,0
3/30/2017,Thursday,March,Headset,30,30,52-354-2412,Female,50 - 60,LESS THAN 30,0
4/26/2017,Wednesday,April,USB Hub,50,30,39-221-1136,Male,40 - 50,60 - 100,0
2/12/2017,Sunday,February,Keyboard,40,60,98-785-1133,Female,20 - 30,LESS THAN 30,0
12/25/2017,Monday,December,HDMI Cable,30,60,25-751-2968,Female,50 - 60,60 - 100,0
10/9/2017,Monday,October,Lightning Cable,50,20,54-342-1939,Male,50 - 60,LESS THAN 30,0
5/12/2017,Friday,May,Keyboard,50,50,97-825-8596,Male,40 - 50,LESS THAN 30,0
7/13/2017,Thursday,July,Lightning Cable,50,60,63-078-6699,Female,60 and above,100 - 150,1
1/27/2017,Friday,January,Keyboard,50,20,33-915-3217,Female,30 - 40,LESS THAN 30,0
8/11/2017,Friday,August,USB Drive,40,50,32-167-4158,Male,60 and above,100 - 150,0
7/16/2017,Sunday,July,Keyboard,50,50,57-711-4192,Female,30 - 40,LESS THAN 30,0
3/9/2017,Thursday,March,Lightning Cable,30,40,51-336-7513,Male,30 - 40,LESS THAN 30,1
6/19/2017,Monday,June,Keyboard,40,60,78-016-6005,Male,60 and above,60 - 100,0
6/26/2017,Monday,June,HDMI Cable,50,60,58-799-5034,Male,30 - 40,100 - 150,1
9/5/2017,Tuesday,September,USB Drive,40,20,12-515-5485,Female,40 - 50,LESS THAN 30,0
8/27/2017,Sunday,August,USB Drive,40,40,38-929-6535,Female,20 - 30,150 ABOVE,0
12/30/2017,Saturday,December,USB Drive,50,30,41-276-6635,Male,50 - 60,LESS THAN 30,0
10/31/2017,Tuesday,October,HDMI Cable,30,40,74-160-6125,Male,50 - 60,LESS THAN 30,0
9/29/2017,Friday,September,USB Hub,50,60,40-831-1149,Female,50 - 60,100 - 150,0
10/28/2017,Saturday,October,Lightning Cable,30,60,97-625-8482,Female,40 - 50,30 - 60,0
5/4/2017,Thursday,May,Keyboard,30,60,54-148-5826,Male,30 - 40,60 - 100,0
11/12/2017,Sunday,November,Lightning Cable,30,20,88-251-9675,Female,50 - 60,100 - 150,0
11/4/2017,Saturday,November,USB Hub,40,50,98-586-8949,Male,20 - 30,60 - 100,1
10/5/2017,Thursday,October,USB Hub,40,40,04-360-9427,Male,40 - 50,LESS THAN 30,0
6/9/2017,Friday,June,Keyboard,40,30,23-829-7838,Male,60 and above,150 ABOVE,0
8/19/2017,Saturday,August,USB Hub,30,30,18-215-5494,Male,60 and above,LESS THAN 30,0
4/29/2017,Saturday,April,USB Hub,40,30,09-269-5491,Male,20 - 30,60 - 100,1
3/15/2017,Wednesday,March,Mouse,40,40,96-520-9872,Female,40 - 50,LESS THAN 30,0
12/15/2017,Friday,December,USB Drive,40,40,50-629-3597,Female,50 - 60,60 - 100,0
8/17/2017,Thursday,August,USB Drive,40,30,01-721-2307,Male,60 and above,60 - 100,0
7/24/2017,Monday,July,Headset,50,30,02-608-7506,Female,30 - 40,100 - 150,1
6/10/2017,Saturday,June,Mouse,40,20,81-389-3742,Female,40 - 50,100 - 150,0
3/30/2017,Thursday,March,Keyboard,50,60,01-831-7550,Male,60 and above,LESS THAN 30,0
3/8/2017,Wednesday,March,Headset,30,20,17-682-9835,Male,30 - 40,100 - 150,1
8/31/2017,Thursday,August,USB Hub,50,60,96-940-4982,Female,40 - 50,LESS THAN 30,0
2/16/2017,Thursday,February,USB Drive,50,50,37-144-5946,Male,20 - 30,30 - 60,0
6/26/2017,Monday,June,Lightning Cable,50,30,39-116-4537,Male,50 - 60,LESS THAN 30,0
4/18/2017,Tuesday,April,Mouse,30,40,74-007-7238,Male,40 - 50,30 - 60,0
6/23/2017,Friday,June,Headset,40,30,00-757-8411,Female,40 - 50,30 - 60,0
4/29/2017,Saturday,April,USB Drive,50,40,13-660-5602,Female,30 - 40,LESS THAN 30,1
6/6/2017,Tuesday,June,USB Drive,30,60,58-447-5350,Female,60 and above,100 - 150,0
11/24/2017,Friday,November,Headset,50,50,66-059-3214,Male,40 - 50,30 - 60,0
6/29/2017,Thursday,June,USB Hub,30,20,62-933-7766,Female,20 - 30,60 - 100,1
10/30/2017,Monday,October,USB Hub,40,40,83-907-6093,Female,60 and above,30 - 60,0
5/8/2017,Monday,May,Mouse,30,20,59-387-5002,Female,50 - 60,60 - 100,0
9/14/2017,Thursday,September,Keyboard,40,20,22-496-3856,Female,50 - 60,30 - 60,0
1/26/2017,Thursday,January,USB Drive,30,20,23-239-0698,Female,20 - 30,LESS THAN 30,1
11/21/2017,Tuesday,November,HDMI Cable,30,40,56-601-5569,Male,50 - 60,LESS THAN 30,0
6/4/2017,Sunday,June,HDMI Cable,30,40,15-061-5190,Male,60 and above,150 ABOVE,0
12/27/2017,Wednesday,December,USB Hub,30,20,16-187-0239,Male,30 - 40,30 - 60,0
3/10/2017,Friday,March,Keyboard,50,30,51-970-1239,Male,50 - 60,LESS THAN 30,0
8/22/2017,Tuesday,August,USB Drive,40,40,19-239-0487,Male,40 - 50,30 - 60,0
2/24/2017,Friday,February,USB Hub,40,30,71-219-3460,Female,50 - 60,150 ABOVE,0
2/24/2017,Friday,February,Keyboard,50,30,02-077-1435,Female,50 - 60,30 - 60,0
11/24/2017,Friday,November,Lightning Cable,50,20,87-668-7893,Male,30 - 40,100 - 150,0
2/18/2017,Saturday,February,Mouse,30,20,86-271-4702,Female,60 and above,LESS THAN 30,0
6/12/2017,Monday,June,HDMI Cable,50,60,98-534-5421,Male,20 - 30,60 - 100,0
5/19/2017,Friday,May,Mouse,40,30,44-353-0516,Male,20 - 30,60 - 100,0
4/6/2017,Thursday,April,Mouse,40,20,74-975-7658,Male,30 - 40,150 ABOVE,0
12/1/2017,Friday,December,Keyboard,40,40,07-843-0903,Female,50 - 60,60 - 100,0
5/26/2017,Friday,May,USB Hub,30,40,58-976-1266,Male,50 - 60,LESS THAN 30,0
9/10/2017,Sunday,September,USB Hub,30,40,32-971-9721,Female,20 - 30,60 - 100,0
11/16/2017,Thursday,November,Lightning Cable,50,20,20-225-1087,Female,30 - 40,100 - 150,0
12/22/2017,Friday,December,Keyboard,50,60,04-441-0525,Male,50 - 60,30 - 60,0
9/3/2017,Sunday,September,Lightning Cable,50,40,15-273-3070,Female,20 - 30,100 - 150,0
3/10/2017,Friday,March,Headset,50,30,63-313-0693,Female,20 - 30,60 - 100,1
7/31/2017,Monday,July,Mouse,30,40,32-120-5762,Male,20 - 30,150 ABOVE,1
2/23/2017,Thursday,February,Headset,40,60,14-695-0375,Female,60 and above,100 - 150,1
1/23/2017,Monday,January,HDMI Cable,40,20,15-978-4917,Female,20 - 30,150 ABOVE,0
5/18/2017,Thursday,May,Keyboard,30,30,31-441-0599,Male,40 - 50,60 - 100,0
11/8/2017,Wednesday,November,Lightning Cable,30,40,36-331-3358,Male,60 and above,30 - 60,0
5/12/2017,Friday,May,Lightning Cable,40,40,23-410-1291,Male,50 - 60,100 - 150,0
12/6/2017,Wednesday,December,Lightning Cable,40,30,23-837-6176,Male,50 - 60,60 - 100,0
12/2/2017,Saturday,December,USB Drive,30,50,37-412-4243,Female,40 - 50,60 - 100,0
3/13/2017,Monday,March,HDMI Cable,40,60,77-607-2435,Male,50 - 60,100 - 150,1
10/2/2017,Monday,October,Mouse,30,50,30-918-0746,Female,60 and above,150 ABOVE,0
8/3/2017,Thursday,August,Headset,50,50,78-888-0104,Male,50 - 60,LESS THAN 30,0
7/10/2017,Monday,July,USB Drive,30,30,62-900-8528,Female,20 - 30,60 - 100,1
4/18/2017,Tuesday,April,HDMI Cable,30,30,07-759-3749,Male,20 - 30,150 ABOVE,0
9/3/2017,Sunday,September,Keyboard,30,50,77-486-2118,Male,60 and above,150 ABOVE,0
12/13/2017,Wednesday,December,Mouse,30,20,80-206-6910,Male,30 - 40,30 - 60,0
12/28/2017,Thursday,December,Headset,40,20,54-753-8430,Male,40 - 50,30 - 60,0
10/30/2017,Monday,October,USB Drive,40,60,12-491-6016,Male,30 - 40,100 - 150,0
7/21/2017,Friday,July,Headset,50,60,24-883-7740,Male,60 and above,LESS THAN 30,0
2/27/2017,Monday,February,USB Drive,30,60,29-716-1624,Female,20 - 30,60 - 100,1
1/4/2017,Wednesday,January,Mouse,30,60,96-408-3175,Female,40 - 50,LESS THAN 30,0
10/26/2017,Thursday,October,HDMI Cable,30,20,87-737-3189,Female,60 and above,30 - 60,0
6/8/2017,Thursday,June,Lightning Cable,50,60,89-991-8507,Female,20 - 30,30 - 60,0
6/2/2017,Friday,June,USB Drive,30,30,42-357-4533,Female,20 - 30,150 ABOVE,0
3/24/2017,Friday,March,USB Drive,30,30,98-802-7236,Male,40 - 50,150 ABOVE,0
11/7/2017,Tuesday,November,Keyboard,40,30,09-178-5893,Female,60 and above,30 - 60,0
9/18/2017,Monday,September,Headset,40,40,72-652-2960,Female,40 - 50,30 - 60,0
8/22/2017,Tuesday,August,Mouse,50,30,85-740-3300,Male,30 - 40,100 - 150,0
11/5/2017,Sunday,November,Mouse,40,30,01-846-4790,Female,40 - 50,30 - 60,0
7/13/2017,Thursday,July,Mouse,30,30,01-894-1809,Male,40 - 50,100 - 150,0
5/3/2017,Wednesday,May,Keyboard,30,50,47-581-9869,Male,50 - 60,150 ABOVE,0
7/26/2017,Wednesday,July,Keyboard,30,20,80-890-2670,Male,40 - 50,60 - 100,0
7/9/2017,Sunday,July,HDMI Cable,30,40,29-499-8547,Female,60 and above,LESS THAN 30,0
1/29/2017,Sunday,January,HDMI Cable,40,60,12-398-4997,Female,40 - 50,150 ABOVE,0
11/1/2017,Wednesday,November,Keyboard,40,50,60-876-6703,Female,40 - 50,30 - 60,0
6/9/2017,Friday,June,Keyboard,30,20,40-793-7204,Male,40 - 50,150 ABOVE,0
6/6/2017,Tuesday,June,USB Drive,40,40,30-888-2442,Female,20 - 30,100 - 150,1
1/26/2017,Thursday,January,Headset,50,50,36-748-1775,Female,40 - 50,60 - 100,0
2/28/2017,Tuesday,February,USB Hub,40,30,35-220-9211,Male,30 - 40,60 - 100,0
12/4/2017,Monday,December,Keyboard,30,60,93-709-7373,Male,40 - 50,60 - 100,1
10/27/2017,Friday,October,USB Drive,50,40,04-436-3854,Female,50 - 60,150 ABOVE,0
3/4/2017,Saturday,March,Lightning Cable,50,50,55-503-4769,Male,20 - 30,100 - 150,1
1/25/2017,Wednesday,January,Headset,40,40,49-969-6573,Male,50 - 60,100 - 150,0
4/18/2017,Tuesday,April,Lightning Cable,50,20,24-076-1644,Female,40 - 50,30 - 60,0
11/12/2017,Sunday,November,Mouse,40,60,58-084-9596,Male,60 and above,LESS THAN 30,0
2/6/2017,Monday,February,Headset,30,30,17-058-1529,Female,40 - 50,30 - 60,0
10/29/2017,Sunday,October,USB Drive,40,60,78-650-6373,Female,60 and above,150 ABOVE,0
11/3/2017,Friday,November,Mouse,30,60,21-543-0515,Female,30 - 40,150 ABOVE,1
2/23/2017,Thursday,February,Keyboard,30,50,05-601-7097,Female,60 and above,LESS THAN 30,0
8/12/2017,Saturday,August,Headset,30,60,63-035-0236,Male,60 and above,30 - 60,0
9/21/2017,Thursday,September,Headset,30,20,28-097-9763,Female,30 - 40,LESS THAN 30,0
5/30/2017,Tuesday,May,USB Drive,30,50,06-899-4320,Female,50 - 60,LESS THAN 30,0
2/13/2017,Monday,February,HDMI Cable,50,50,91-400-2936,Male,50 - 60,60 - 100,0
12/6/2017,Wednesday,December,Mouse,50,50,18-879-6475,Female,60 and above,100 - 150,0
9/18/2017,Monday,September,HDMI Cable,40,60,62-917-7804,Male,50 - 60,100 - 150,0
11/4/2017,Saturday,November,Headset,50,50,60-788-5120,Female,30 - 40,LESS THAN 30,0
11/6/2017,Monday,November,Keyboard,40,60,25-869-2923,Female,30 - 40,150 ABOVE,0
12/8/2017,Friday,December,Headset,50,50,52-154-2013,Male,50 - 60,30 - 60,0
1/21/2017,Saturday,January,Mouse,50,20,84-658-9678,Female,50 - 60,30 - 60,0
10/11/2017,Wednesday,October,Lightning Cable,50,50,06-011-7345,Female,30 - 40,30 - 60,0
10/26/2017,Thursday,October,USB Hub,30,50,27-642-8140,Male,20 - 30,150 ABOVE,0
1/1/2017,Sunday,January,Mouse,40,30,08-820-0873,Male,30 - 40,30 - 60,0
9/5/2017,Tuesday,September,USB Hub,50,40,60-950-2254,Female,60 and above,100 - 150,1
9/17/2017,Sunday,September,USB Drive,30,40,98-022-8898,Male,40 - 50,LESS THAN 30,0
7/3/2017,Monday,July,Keyboard,30,60,94-446-5324,Male,50 - 60,100 - 150,0
10/9/2017,Monday,October,USB Hub,40,30,22-102-7754,Male,20 - 30,150 ABOVE,1
8/30/2017,Wednesday,August,USB Drive,40,30,40-892-2643,Male,40 - 50,150 ABOVE,0
